"Precipitation","Temp_max","Temp_min","Wind","Weather"
-0.453494576623627,-0.495129604509477,-0.64399124291024,1.01463233160311,1
1.17819448421541,-0.794459183912938,-1.08197614620311,0.875533350982664,2
-0.333737581332688,-0.644794394211208,-0.206006339617374,-0.654555435842296,2
2.58533917888394,-0.576764944346785,-0.524540814739459,1.01463233160311,2
-0.258889459275852,-1.02575931345198,-1.08197614620311,1.98832519594627,2
-0.0792539663394439,-1.63802436223178,-1.20142657437389,-0.724104926152521,2
-0.453494576623627,-1.25705944299101,-1.08197614620311,-0.654555435842296,2
-0.453494576623627,-0.876094523750245,-1.08197614620311,-0.863203906772972,3
0.190199273065168,-0.957729863587552,-0.64399124291024,0.110488957570184,2
-0.303798332509954,-1.40672423269274,-1.51996104949597,0.110488957570184,2
-0.453494576623627,-1.40672423269274,-1.85840392931319,1.29283029284402,3
-0.453494576623627,-1.40672423269274,-1.97785435748397,-0.932753397083197,3
-0.453494576623627,-1.55638902239447,-2.1968468091304,-1.35005033894455,3
0.160260024242433,-1.63802436223178,-1.51996104949597,1.43192927346447,4
0.339895517178841,-2.08701873133697,-2.29638883260606,-0.0286100230502666,4
-0.0792539663394439,-2.00538339149966,-2.1968468091304,1.22328080253379,4
0.759045000697126,-1.78768915193351,-1.63941147766676,1.64057774439514,4
2.5104910568271,-2.2366835210387,-2.1968468091304,1.22328080253379,4
1.82188833390421,-2.38634831074043,-2.1968468091304,-1.14140186801387,4
1.56740471891096,-1.25705944299101,-1.85840392931319,-0.654555435842296,4
-0.00440584428260724,-1.10739465328928,-0.982434122727455,3.448864492461,2
0.45965251246978,-1.32508889285544,-1.20142657437389,1.08418182191334,2
-0.453494576623627,-1.10739465328928,-1.42041902602032,0.249587938190635,2
0.833893122753963,-0.876094523750245,-1.20142657437389,1.29283029284402,2
0.759045000697126,-1.02575931345198,-0.763441671081022,1.50147876377469,2
0.265047395122005,-1.02575931345198,-1.42041902602032,1.08418182191334,2
-0.453494576623627,-1.32508889285544,-2.07739638095962,-1.28050084863432,1
-0.453494576623627,-1.32508889285544,-1.51996104949597,-0.724104926152521,2
3.69309138532512,-0.957729863587552,-0.862983694556674,0.875533350982664,2
0.0854119021855967,-1.10739465328928,-0.424998791263807,1.29283029284402,2
-0.184041337219015,-0.957729863587552,-0.424998791263807,0.458236409121311,2
1.56740471891096,-1.02575931345198,-0.982434122727455,-0.376357474601394,2
-0.453494576623627,-1.10739465328928,-1.30096859784954,-0.445906964911619,3
-0.453494576623627,-0.277435364943325,-1.20142657437389,1.43192927346447,3
-0.453494576623627,-0.11416468526871,-0.64399124291024,0.736434370362213,3
-0.453494576623627,-0.345464814807747,-1.30096859784954,-0.237258493980943,3
-0.453494576623627,-0.0461352354042871,-1.30096859784954,1.22328080253379,3
-0.408585703389525,-0.11416468526871,-0.0865559114465919,1.43192927346447,2
-0.0343450931053419,-0.876094523750245,-0.64399124291024,-0.376357474601394,2
-0.0792539663394439,-0.726429734048515,-0.0865559114465919,-0.58500594553207,2
-0.0792539663394439,-0.495129604509477,-0.305548363093025,-0.167709003670718,2
-0.333737581332688,-1.02575931345198,-0.524540814739459,0.110488957570184,2
-0.303798332509954,-1.10739465328928,-0.64399124291024,-1.35005033894455,2
1.25304260627225,-1.25705944299101,-0.763441671081022,-1.28050084863432,2
-0.0792539663394439,-1.32508889285544,-1.42041902602032,-0.0981595133604921,2
-0.453494576623627,-1.25705944299101,-1.51996104949597,-1.00230288739342,1
-0.184041337219015,-1.25705944299101,-0.982434122727455,-0.793654416462746,2
2.13625044654292,-0.876094523750245,-0.763441671081022,0.110488957570184,2
0.504561385703882,-1.32508889285544,-0.862983694556674,3.37931500215078,2
-0.453494576623627,-1.32508889285544,-1.20142657437389,1.01463233160311,3
-0.00440584428260724,-1.17542410315371,-1.30096859784954,-0.237258493980943,2
-0.333737581332688,-0.876094523750245,-0.0865559114465919,2.96201806028943,2
0.833893122753963,-0.876094523750245,-1.08197614620311,1.84922621532582,2
-0.453494576623627,-1.10739465328928,-1.08197614620311,0.458236409121311,3
1.25304260627225,-1.32508889285544,-0.763441671081022,0.18003844788041,2
-0.453494576623627,-1.25705944299101,-1.08197614620311,2.19697366687695,2
-0.258889459275852,-1.55638902239447,-1.85840392931319,0.110488957570184,4
-0.453494576623627,-1.32508889285544,-2.07739638095962,-0.167709003670718,3
0.0854119021855967,-1.32508889285544,-1.75886190583754,0.666884880051988,4
-0.333737581332688,-1.55638902239447,-1.42041902602032,2.6142706087383,4
-0.453494576623627,-1.40672423269274,-1.42041902602032,-0.0981595133604921,3
-0.15410208839628,-1.32508889285544,-0.862983694556674,1.29283029284402,2
-0.453494576623627,-0.576764944346785,-0.305548363093025,2.6142706087383,3
-0.453494576623627,-0.794459183912938,-0.305548363093025,1.64057774439514,2
0.579409507760719,-1.17542410315371,-1.42041902602032,2.0578746862565,2
-0.37864645456679,-1.32508889285544,-1.63941147766676,-0.376357474601394,4
-0.453494576623627,-1.02575931345198,-1.97785435748397,-0.376357474601394,3
-0.453494576623627,-0.11416468526871,-1.51996104949597,-0.515456455221845,3
0.0854119021855967,-0.957729863587552,-0.64399124291024,-0.306807984291169,2
1.10334636215858,-1.25705944299101,-0.424998791263807,0.110488957570184,2
1.5973439677337,-1.32508889285544,-1.08197614620311,1.77967672501559,2
2.43564293477027,-1.10739465328928,-1.51996104949597,2.0578746862565,4
0.953650118044902,-1.47475368255717,-1.51996104949597,1.43192927346447,4
0.833893122753963,-1.17542410315371,-1.42041902602032,1.01463233160311,2
3.12424565769316,-0.726429734048515,-0.524540814739459,1.77967672501559,4
0.803953873931228,-1.02575931345198,-0.862983694556674,1.29283029284402,2
0.953650118044902,-0.876094523750245,-1.51996104949597,0.388686918811086,4
0.0854119021855967,-1.55638902239447,-1.75886190583754,-0.376357474601394,2
-0.15410208839628,-1.25705944299101,-1.85840392931319,-0.167709003670718,2
0.0854119021855967,-1.17542410315371,-1.20142657437389,2.19697366687695,2
-0.258889459275852,-1.02575931345198,-1.42041902602032,-0.515456455221845,2
0.160260024242433,-0.876094523750245,-1.30096859784954,-0.793654416462746,2
-0.453494576623627,-0.576764944346785,-1.51996104949597,-0.306807984291169,3
-0.453494576623627,-0.195800025106017,-0.982434122727455,1.36237978315424,3
-0.453494576623627,-0.427100154645055,-1.20142657437389,-0.376357474601394,2
-0.453494576623627,-0.495129604509477,-0.424998791263807,0.736434370362213,1
0.265047395122005,-0.277435364943325,-0.305548363093025,0.388686918811086,2
-0.258889459275852,-0.794459183912938,-0.206006339617374,1.84922621532582,2
3.64818251209102,-0.876094523750245,-0.424998791263807,0.805983860672439,2
0.384804390412943,-0.957729863587552,-0.64399124291024,1.01463233160311,2
1.52249584567686,-0.876094523750245,-1.08197614620311,0.110488957570184,2
-0.228950210453117,-1.02575931345198,-0.763441671081022,2.47517162811785,2
-0.453494576623627,0.0355001044330199,-0.763441671081022,-0.0981595133604921,3
-0.228950210453117,-0.644794394211208,-0.982434122727455,-0.0981595133604921,2
-0.453494576623627,-0.794459183912938,-1.08197614620311,-0.793654416462746,3
0.23510814629927,-0.957729863587552,-1.08197614620311,-1.00230288739342,4
-0.408585703389525,-0.726429734048515,-0.982434122727455,-0.445906964911619,2
-0.453494576623627,-0.0461352354042871,-1.30096859784954,0.736434370362213,3
-0.453494576623627,0.63415926323994,-0.206006339617374,0.597335389741762,3
-0.453494576623627,0.48449447353821,-0.424998791263807,-0.793654416462746,3
-0.453494576623627,0.18516489413475,0.132436540199841,-0.0286100230502666,2
-0.109193215162179,-0.726429734048515,-0.206006339617374,-0.445906964911619,2
-0.37864645456679,-0.345464814807747,-0.524540814739459,-0.445906964911619,2
-0.453494576623627,-0.195800025106017,-0.862983694556674,0.527785899431537,1
-0.453494576623627,-0.11416468526871,-0.982434122727455,-0.167709003670718,3
-0.453494576623627,-0.0461352354042871,-0.206006339617374,-0.237258493980943,2
0.759045000697126,-0.427100154645055,-0.305548363093025,1.77967672501559,2
