precipitation,temp_max,temp_min,wind
-0.453494576623626,-0.495129604509482,-0.643991242910238,1.01463233160311
1.17819448421541,-0.794459183912943,-1.08197614620311,0.875533350982663
-0.333737581332687,-0.644794394211213,-0.206006339617372,-0.654555435842302
2.58533917888394,-0.57676494434679,-0.524540814739457,1.01463233160311
-0.258889459275851,-1.02575931345198,-1.08197614620311,1.98832519594627
-0.0792539663394429,-1.63802436223179,-1.20142657437389,-0.724104926152527
-0.453494576623626,-1.25705944299102,-1.08197614620311,-0.654555435842302
-0.453494576623626,-0.87609452375025,-1.08197614620311,-0.863203906772979
0.190199273065169,-0.957729863587558,-0.643991242910238,0.11048895757018
-0.303798332509953,-1.40672423269275,-1.51996104949597,0.11048895757018
-0.453494576623626,-1.40672423269275,-1.85840392931319,1.29283029284402
-0.453494576623626,-1.40672423269275,-1.97785435748397,-0.932753397083205
-0.453494576623626,-1.55638902239448,-2.1968468091304,-1.35005033894456
0.160260024242434,-1.63802436223179,-1.51996104949597,1.43192927346447
0.339895517178842,-2.08701873133698,-2.29638883260605,-0.0286100230502707
-0.0792539663394429,-2.00538339149967,-2.1968468091304,1.22328080253379
0.759045000697126,-1.78768915193352,-1.63941147766675,1.64057774439514
2.5104910568271,-2.23668352103871,-2.1968468091304,1.22328080253379
1.82188833390421,-2.38634831074044,-2.1968468091304,-1.14140186801388
1.56740471891096,-1.25705944299102,-1.85840392931319,-0.654555435842302
-0.0044058442826063,-1.10739465328929,-0.982434122727454,3.44886449246101
0.45965251246978,-1.32508889285544,-1.20142657437389,1.08418182191334
-0.453494576623626,-1.10739465328929,-1.42041902602032,0.249587938190632
0.833893122753963,-0.87609452375025,-1.20142657437389,1.29283029284402
0.759045000697126,-1.02575931345198,-0.76344167108102,1.50147876377469
0.265047395122005,-1.02575931345198,-1.42041902602032,1.08418182191334
-0.453494576623626,-1.32508889285544,-2.07739638095962,-1.28050084863433
-0.453494576623626,-1.32508889285544,-1.51996104949597,-0.724104926152527
3.69309138532512,-0.957729863587558,-0.862983694556672,0.875533350982663
0.0854119021855975,-1.10739465328929,-0.424998791263805,1.29283029284402
-0.184041337219014,-0.957729863587558,-0.424998791263805,0.458236409121309
1.56740471891096,-1.02575931345198,-0.982434122727454,-0.376357474601399
-0.453494576623626,-1.10739465328929,-1.30096859784954,-0.445906964911625
-0.453494576623626,-0.277435364943329,-1.20142657437389,1.43192927346447
-0.453494576623626,-0.114164685268715,-0.643991242910238,0.736434370362211
-0.453494576623626,-0.345464814807752,-1.30096859784954,-0.237258493980948
-0.453494576623626,-0.0461352354042915,-1.30096859784954,1.22328080253379
-0.408585703389524,-0.114164685268715,-0.0865559114465898,1.43192927346447
-0.034345093105341,-0.87609452375025,-0.643991242910238,-0.376357474601399
-0.0792539663394429,-0.72642973404852,-0.0865559114465898,-0.585005945532076
-0.0792539663394429,-0.495129604509482,-0.305548363093023,-0.167709003670722
-0.333737581332687,-1.02575931345198,-0.524540814739457,0.11048895757018
-0.303798332509953,-1.10739465328929,-0.643991242910238,-1.35005033894456
1.25304260627225,-1.25705944299102,-0.76344167108102,-1.28050084863433
-0.0792539663394429,-1.32508889285544,-1.42041902602032,-0.0981595133604965
-0.453494576623626,-1.25705944299102,-1.51996104949597,-1.00230288739343
