danceability,energy,loudness,acousticness,liveness
1.47161635724018,-0.883009858189009,-0.464796794219407,-0.69096385099711,-0.0180971074810674
-0.0306808782005514,0.0886370825342852,0.572319924132903,-0.0214935458575689,-0.551451533106603
-0.72163291680047,1.17960908615342,0.889934272342063,-1.03250256357846,-0.500435022829378
1.42974047611291,-0.218198793483597,0.7074118935712,-0.138514778056757,-0.796794568894349
-0.496550055741406,-0.368207443981229,0.0576435181015271,0.362227238795583,-0.556089397677259
1.04762306082659,-0.51821609447886,0.391209164687414,0.103691958355516,-0.537537939394632
1.0528575459675,-0.51480680696755,-0.0643203916107901,-0.522235562709909,-0.57000299138923
1.25176798132202,0.470477283800983,0.860996076171895,-0.222878922200358,-0.477245699976093
-0.89437092645045,1.01596328561055,0.888240329151615,-1.04672744685067,-0.748560777359518
0.487533150749387,-0.828461258008053,-0.441505075350735,0.324127302730731,-0.671572225486615
0.220574408563055,1.27165984895879,1.05128236123232,-1.02379400676364,-0.375212679421643
0.309560655958499,-0.630722582352084,-0.582667007888139,0.17989183048522,-0.152595180030115
-0.213887858132348,1.31938987411712,0.945975559559413,-1.04102062071296,0.320467006176881
-0.0934946998914531,1.26484127393617,1.05255281862515,-0.985966213099249,1.29441856601482
1.29364386244929,0.310240770769423,0.684825984365215,0.0329349342350767,-0.57000299138923
1.33028525843565,0.340924358371211,0.501597795931664,-0.90595634736306,0.575549557563006
1.24653349618112,0.201143570407509,0.565261827506033,-1.0396326944706,-0.560727262247916
1.31981628815383,-0.122738743166923,0.27065687430047,-0.882007816122296,-0.624729793322981
0.571284913003923,-0.555718257103268,0.31851076943065,0.852083559629393,-0.546813668535946
0.82254019976753,0.35456150841645,0.575990134378876,-0.280028826297636,-0.509710751970691
-0.365687927218694,-0.255700956108005,0.826411402700231,-0.0732006019455823,0.227709714763745
0.461360725044845,-0.109101593121683,0.252446985003145,1.37731839252342,-0.597830178813171
1.6077129709038,-0.736410495202688,-0.0012210077665704,-0.712735243034168,-0.440142783410839
-0.156308521582355,0.613667359275995,0.82810534589068,-0.919019182585295,-0.588554449671857
-0.156308521582355,1.00573542307662,0.902780008202967,-1.03326456229976,-0.641889892234411
0.749257407794811,-0.763684795293166,-0.262088259095694,0.0819205663184577,0.501343724432497
0.372374477649401,0.756857434751007,0.638948356290558,-0.983244789094617,-0.650701834918659
-0.109198155314179,1.33302702416236,0.767688038764671,-1.02129029667938,0.158141746203892
-0.9257778372959,0.831861759999823,0.890498920072213,-1.04300726023634,-0.370574814850986
-1.19797106462314,1.37734776180939,0.726892240261361,-1.04707306769926,3.27942460225594
0.487533150749387,0.405700821086097,0.717575552713893,-0.244650314237416,-0.0412864303343516
1.32505077329474,-0.214789505972287,0.771075925145569,-0.894254224143141,-0.85894195414115
-0.742570857364104,1.0671025982802,0.609304350457704,-1.04701319637116,-0.342747627427045
0.529409031876655,0.0784092200003558,0.417182960274296,-0.973719805078404,0.288001954182283
-0.428501748909595,-1.47622588515692,-1.13432784024432,-0.0949719939826406,-0.352023356568359
2.30389949464463,-0.0647808554746562,-0.108080590697386,-0.917930612983442,-0.679920381713797
1.86943722794922,0.194324995384889,0.471530304301197,-0.546728378751599,-0.615454064181667
0.288622715394865,0.767085297284936,0.618338714140097,-1.03843526790856,0.825994244378475
1.16801621906749,0.0954556575569048,0.78081609849065,-0.973175520277477,-0.588554449671857
1.00574717969933,0.136367107692623,0.426640809754302,-0.353507274422707,-0.407677731416241
1.68623024801743,-1.03983708370926,-0.199835846846698,1.1895401362038,-0.523624345682662
0.85394711061298,0.402291533574787,0.358318434406198,0.362227238795583,-0.556089397677259
-0.58553630313685,0.337515070859901,0.51924303749884,-0.628371098890568,-0.766184662728014
