danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,n_beats,n_bars
1.47161635724018,-0.883009858189009,-0.464796794219407,-0.165193245588753,-0.69096385099711,-0.602044969332649,-0.0180971074810674,-0.323133156737455,0.610332416557694,0.146630631855585,0.0863795967056294
-0.0306808782005514,0.0886370825342852,0.572319924132903,-0.537661894457976,-0.0214935458575689,-0.602028640679923,-0.551451533106603,0.159356210654871,1.51612064443363,0.306613626657321,0.244059869000846
-0.72163291680047,1.17960908615342,0.889934272342063,-0.148577543780461,-1.03250256357846,-0.593531740133977,-0.500435022829378,0.338462112186872,1.73211317568867,1.05970430950451,0.932119239016334
1.42974047611291,-0.218198793483597,0.7074118935712,0.0549648033711214,-0.138514778056757,-0.597188241855374,-0.796794568894349,1.17185283768271,0.292995789882958,-0.610362075255064,-0.630348913727172
-0.496550055741406,-0.368207443981229,0.0576435181015271,1.22360249722102,0.362227238795583,-0.602044969332649,-0.556089397677259,0.0460443137672794,-1.16923242199689,-0.739128875949144,-0.74502547539642
1.04762306082659,-0.51821609447886,0.391209164687414,-0.180424305579688,0.103691958355516,-0.601965977730576,-0.537537939394632,-0.242718262172068,-1.23284965539286,-1.09811510818718,-1.07472059019551
1.0528575459675,-0.51480680696755,-0.0643203916107901,1.04359906096452,-0.522235562709909,-0.602044969332649,-0.57000299138923,-0.312167489296721,-1.17210565983313,-1.14884142361212,-1.13205887103013
1.25176798132202,0.470477283800983,0.860996076171895,2.58055147823157,-0.222878922200358,-0.602044969332649,-0.477245699976093,1.12067972295928,0.984446721344296,-0.337220376813077,-0.372326649971363
-0.89437092645045,1.01596328561055,0.888240329151615,0.642052933930788,-1.04672744685067,-0.602044969332649,-0.748560777359518,0.791709699737239,2.15800822321976,1.47722090569441,1.31915263465005
0.487533150749387,-0.828461258008053,-0.441505075350735,0.0397337433801866,0.324127302730731,-0.590293921815794,-0.671572225486615,-1.27970487981755,-1.40461930864658,-0.789855191374084,-0.773694615813732
0.220574408563055,1.27165984895879,1.05128236123232,-0.194270723753265,-1.02379400676364,-0.602044969332649,-0.375212679421643,0.824606702059443,0.921703951637619,-0.0913928482152889,-0.114304386215555
0.309560655958499,-0.630722582352084,-0.582667007888139,0.157428297855592,0.17989183048522,-0.601991098734769,-0.152595180030115,-0.593619620275578,-0.0218111382620414,0.392458160453374,0.30139814983547
-0.213887858132348,1.31938987411712,0.945975559559413,-0.101499721990299,-1.04102062071296,-0.602044969332649,0.320467006176881,-0.0453362482388432,-0.530655312891652,-0.380142643711104,-0.400995790388675
-0.0934946998914531,1.26484127393617,1.05255281862515,-0.238579261908712,-0.985966213099249,-0.602044969332649,1.29441856601482,0.415221784272014,0.421979184053478,-0.083588799688375,-0.128638956424211
1.29364386244929,0.310240770769423,0.684825984365215,2.98209760526531,0.0329349342350767,-0.602044969332649,-0.57000299138923,0.455429231554709,0.551431040914691,-1.02787867144496,-1.00304773915223
1.33028525843565,0.340924358371211,0.501597795931664,2.34516236928076,-0.90595634736306,-0.602044969332649,0.575549557563006,0.605293353244749,-0.0146280436714312,-0.465987177507157,-0.501337781849267
1.24653349618112,0.201143570407509,0.565261827506033,0.503588752195017,-1.0396326944706,-0.601322042656434,-0.560727262247916,-0.637482290038517,0.110888726587969,-0.298200134178508,-0.343657509554051
1.31981628815383,-0.122738743166923,0.27065687430047,-0.0128826456794061,-0.882007816122296,-0.602044969332649,-0.624729793322981,-0.462031610986762,-0.951803271823727,-0.981054380283475,-0.96004402852626
0.571284913003923,-0.555718257103268,0.31851076943065,-0.586124358065495,0.852083559629393,-0.602044969332649,-0.546813668535946,0.703984360211362,-1.15411669251056,-1.02007462291804,-0.988713168943572
0.82254019976753,0.35456150841645,0.575990134378876,0.794363533840135,-0.280028826297636,-0.602044969332649,-0.509710751970691,-1.02128065046423,-0.578063737189679,-0.528419565722468,-0.544341492475235
-0.365687927218694,-0.255700956108005,0.826411402700231,-0.575047223526634,-0.0732006019455823,-0.602044969332649,0.227709714763745,-0.743483741965619,-1.42126534958917,-1.17225356919287,-1.13205887103013
0.461360725044845,-0.109101593121683,0.252446985003145,-0.464275878138018,1.37731839252342,-0.570225030688435,-0.597830178813171,-0.915279198537129,0.0573590564649003,0.185650874490155,0.115048737122941
1.6077129709038,-0.736410495202688,-0.00122100776657048,3.67441851394416,-0.712735243034168,-0.602044969332649,-0.440142783410839,0.437153119153484,0.609270567792126,-0.00554831441923588,-0.0282969649636187
-0.156308521582355,0.613667359275995,0.82810534589068,0.111735117882787,-0.919019182585295,-0.602044969332649,-0.588554449671857,0.163011433135116,1.48033009486476,0.4353804273514,0.344401860461438
-0.156308521582355,1.00573542307662,0.902780008202967,-0.375658801827124,-1.03326456229976,-0.593113056730764,-0.641889892234411,0.0423890912870345,0.106391484757326,-0.345024425339991,-0.372326649971363
0.749257407794811,-0.763684795293166,-0.262088259095694,2.23439102389215,0.0819205663184577,-0.602044969332649,0.501343724432497,0.817296257098954,-1.79191303046465,-1.19566571477361,-1.16072801144744
0.372374477649401,0.756857434751007,0.638948356290558,-0.287041725516231,-0.983244789094617,-0.602001147136446,-0.650701834918659,1.01102304855193,0.452960183331241,-0.0679807026345472,-0.114304386215555
-0.109198155314179,1.33302702416236,0.767688038764671,0.545128006715749,-1.02129029667938,-0.602041340743154,0.158141746203892,0.305565109864667,-0.330621743966183,-0.622068148045435,-0.644683483935827
